api_player_id,card_id,player_name,season,league_code,current_pool,rt,proposed_position,confidence,hold_reason,evidence,source_batch
162037,170212,M. Tillman,2324,ERE,CAM,76,CAM,medium,"AGREED with current pool at medium confidence , no change",Bosz's PSV: advanced left-8/AM (9G/10A in 1589 min),batch_02_verified.csv
37182,172518,S. van de Streek,1718,ERE,CAM,76,CAM,low,"AGREED with current pool at low confidence , no change","Utrecht's attacking mid/box-crasher - AM plurality, thin split data",batch_02_verified.csv
237,172769,G. Pereiro,1617,ERE,CAM,73,CAM,medium,"AGREED with current pool at medium confidence , no change",Cocu's PSV: the 10/left attacking mid,batch_03_verified.csv
237,172384,G. Pereiro,1718,ERE,CAM,75,CAM,medium,"AGREED with current pool at medium confidence , no change",Same advanced-mid role in the title season,batch_03_verified.csv
607,183398,A. Bakasetas,1920,TR,CAM,74,CAM,medium,"AGREED with current pool at medium confidence , no change",Bakasetas: classic 10/second striker; Alanyaspor's creator,batch_03_verified.csv
607,182982,A. Bakasetas,2021,TR,CAM,65,CAM,medium,"AGREED with current pool at medium confidence , no change",Trabzonspor's 10 from Jan arrival,batch_03_verified.csv
2601,177837,D. Kamada,1819,BPL,CAM,74,CAM,medium,"AGREED with current pool at medium confidence , no change",STVV loan breakout as the 10/second striker,batch_03_verified.csv
41725,165196,Fábio Vieira,2122,PRT,CAM,74,CAM,medium,"AGREED with current pool at medium confidence , no change",Porto's creative AM (14 assists in 1328 min) under Conceicao,batch_03_verified.csv
2763,147068,M. Pašalić,1819,SA,CAM,74,CAM,low,"AGREED with current pool at low confidence , no change","Gasperini: rotated between the dual-10 slots and the central pair - advanced plurality, close",batch_03_verified.csv
183799,138707,Nico Williams,2122,LL,Winger,25,Winger,medium,"AGREED with current pool at medium confidence , no change",Breakout cameos at RW (1324 min),batch_03_verified.csv
1697,133059,Pablo Fornals,1920,PL,CAM,67,CAM,low,"AGREED with current pool at low confidence , no change",First season: rotated across the attacking-mid band - no clean majority,batch_03_verified.csv
130256,165016,André Franco,2122,PRT,CAM,73,CAM,low,"AGREED with current pool at low confidence , no change",Estoril's attacking mid per Portuguese records (11 goals); earned Porto move in that role,batch_03_verified.csv
48648,159095,D. Ndoye,2021,L1,Winger,36,Winger,low,"AGREED with current pool at low confidence , no change",532 min at Nice; RW in cameos,batch_03_verified.csv
48648,145210,D. Ndoye,2324,SA,Winger,37,Winger,medium,"AGREED with current pool at medium confidence , no change",Motta's Bologna: RW,batch_03_verified.csv
48648,144781,D. Ndoye,2425,SA,Winger,73,Winger,medium,"AGREED with current pool at medium confidence , no change",Italiano's Bologna: wide L/R,batch_03_verified.csv
31057,146483,H. Traorè,2021,SA,CAM,67,CAM,low,"AGREED with current pool at low confidence , no change",De Zerbi: left AM/10 rotation - advanced plurality,batch_03_verified.csv
31057,146043,H. Traorè,2122,SA,CAM,73,CAM,low,"AGREED with current pool at low confidence , no change",Dionisi: 10/left of the front - advanced plurality,batch_03_verified.csv
22003,159727,M. Cafaro,1819,L1,Winger,73,Winger,low,"AGREED with current pool at low confidence , no change",Reims: wide attacking mid (L/R) per French records,batch_03_verified.csv
47557,140019,Ó. Trejo,1819,LL,CAM,61,CAM,medium,"AGREED with current pool at medium confidence , no change",Rayo's enganche/10,batch_03_verified.csv
47557,138664,Ó. Trejo,2122,LL,CAM,73,CAM,medium,"AGREED with current pool at medium confidence , no change",Captain-10 under Iraola; 9 assists,batch_03_verified.csv
50844,166935,Pedro Santos,1617,PRT,Winger,73,Winger,low,"AGREED with current pool at low confidence , no change",Braga wide man (L/R) before Columbus move,batch_03_verified.csv
40569,166948,João Amaral,1617,PRT,CAM,63,CAM,low,"AGREED with current pool at low confidence , no change",Vitoria Setubal attacking mid per Portuguese records,batch_03_verified.csv
40569,166540,João Amaral,1718,PRT,CAM,72,CAM,low,"AGREED with current pool at low confidence , no change",Same AM role; 9-goal season,batch_03_verified.csv
40569,165710,João Amaral,1920,PRT,CAM,53,CAM,low,"AGREED with current pool at low confidence , no change",1106 min at Pacos; same profile,batch_03_verified.csv
508,154511,K. Coman,1617,BL,Winger,43,Winger,low,"AGREED with current pool at low confidence , no change",914 injury-hit min; wide when used,batch_03_verified.csv
508,154147,K. Coman,1718,BL,Winger,56,Winger,medium,"AGREED with current pool at medium confidence , no change",Wide L/R rotation behind Robben/Ribery,batch_03_verified.csv
508,153789,K. Coman,1819,BL,Winger,69,Winger,medium,"AGREED with current pool at medium confidence , no change",Wide L/R,batch_03_verified.csv
508,153410,K. Coman,1920,BL,Winger,57,Winger,medium,"AGREED with current pool at medium confidence , no change",Flick: LW/RW,batch_03_verified.csv
508,152663,K. Coman,2122,BL,Winger,62,Winger,medium,"AGREED with current pool at medium confidence , no change",LW/RW under Nagelsmann,batch_03_verified.csv
508,151929,K. Coman,2324,BL,Winger,55,Winger,medium,"AGREED with current pool at medium confidence , no change",Wide rotation with Sane/Gnabry,batch_03_verified.csv
508,151567,K. Coman,2425,BL,Winger,65,Winger,medium,"AGREED with current pool at medium confidence , no change",Kompany: LW rotation,batch_03_verified.csv
1911,148134,L. Ocampos,1617,SA,Winger,22,Winger,low,"AGREED with current pool at low confidence , no change",534 fringe min at Milan; wide in cameos,batch_03_verified.csv
1911,159806,L. Ocampos,1819,L1,Winger,72,Winger,medium,"AGREED with current pool at medium confidence , no change",Marseille: fixed wide L/R (2714 min),batch_03_verified.csv
21446,159739,A. Bobichon,1819,L1,CAM,71,CAM,low,"AGREED with current pool at low confidence , no change",Nimes: attacking mid per French records - thin split data,batch_03_verified.csv
47554,139936,Adri Embarba,1819,LL,Winger,71,Winger,medium,"AGREED with current pool at medium confidence , no change",Rayo's LW,batch_03_verified.csv
47554,138552,Adri Embarba,2122,LL,Winger,35,Winger,low,"AGREED with current pool at low confidence , no change","Espanyol wide rotation (1997 min, 0 goals)",batch_03_verified.csv
539,170978,D. de Wit,2122,ERE,CAM,71,CAM,medium,"AGREED with current pool at medium confidence , no change",AZ's 10/box-crashing attacking mid; ever-present 3178 min,batch_04_verified.csv
443,182716,E. Akbaba,2021,TR,CAM,61,CAM,low,"AGREED with current pool at low confidence , no change",Galatasaray rotation AM (1424 min),batch_04_verified.csv
443,182286,E. Akbaba,2122,TR,CAM,71,CAM,low,"AGREED with current pool at low confidence , no change",Alanyaspor attacking mid per Turkish records,batch_04_verified.csv
935,132611,Rodrigo,2021,PL,CAM,71,CAM,low,"AGREED with current pool at low confidence , no change",Bielsa: 10/second striker off Bamford (1288 min) - split with CF,batch_04_verified.csv
18929,133236,D. McNeil,1819,PL,Winger,63,Winger,medium,"AGREED with current pool at medium confidence , no change",Dyche 4-4-2: left mid (1599 min),batch_04_verified.csv
18929,130823,D. McNeil,2425,PL,Winger,70,Winger,low,"AGREED with current pool at low confidence , no change",Everton: LW/No.10 split under Dyche before injury - no clean majority,batch_04_verified.csv
18929,130578,D. McNeil,2526,PL,Winger,30,Winger,low,"AGREED with current pool at low confidence , no change",LW under Moyes through the autumn; spring beyond reliable coverage,batch_04_verified.csv
49986,182927,Fredy,2021,TR,CAM,70,CAM,low,"AGREED with current pool at low confidence , no change",Fredy: attacking mid per Turkish league records - thin split data,batch_04_verified.csv
12493,140878,Tana,1617,LL,CAM,70,CAM,low,"AGREED with current pool at low confidence , no change",Las Palmas rotation attacking mid under Setien - thin split data,batch_04_verified.csv
417,154474,A. Schöpf,1617,BL,CAM,69,CAM,low,"AGREED with current pool at low confidence , no change",Weinzierl 3-4-2-1: one of the two behind the striker; rotation-heavy - no clean majority,batch_04_verified.csv
15916,146888,A. Skov Olsen,1920,SA,Winger,30,Winger,low,"AGREED with current pool at low confidence , no change",747 fringe min; RW in cameos,batch_04_verified.csv
15916,146447,A. Skov Olsen,2021,SA,Winger,47,Winger,low,"AGREED with current pool at low confidence , no change",Bologna RW rotation (1176 min),batch_04_verified.csv
15916,146005,A. Skov Olsen,2122,SA,Winger,35,Winger,low,"AGREED with current pool at low confidence , no change",741 fringe min before Jan exit; RW,batch_04_verified.csv
15916,176686,A. Skov Olsen,2122,BPL,Winger,69,Winger,medium,"AGREED with current pool at medium confidence , no change",Brugge RW from Jan arrival,batch_04_verified.csv
15916,175946,A. Skov Olsen,2324,BPL,Winger,67,Winger,medium,"AGREED with current pool at medium confidence , no change",Brugge RW,batch_04_verified.csv
15916,175588,A. Skov Olsen,2425,BPL,Winger,67,Winger,medium,"AGREED with current pool at medium confidence , no change",Brugge RW - NOTE: stats identical to the 2324 card; upstream duplicate suspected,batch_04_verified.csv
2057,140961,F. Vázquez,1617,LL,CAM,69,CAM,medium,"AGREED with current pool at medium confidence , no change",Sampaoli: the 10/interior ('El Mudo'),batch_04_verified.csv
2057,140501,F. Vázquez,1718,LL,CAM,69,CAM,medium,"AGREED with current pool at medium confidence , no change",Same advanced-mid role,batch_04_verified.csv
2057,140080,F. Vázquez,1819,LL,CAM,59,CAM,low,"AGREED with current pool at low confidence , no change",Machin's 3-5-2: interior mid - CAM/CM boundary,batch_04_verified.csv
2057,139672,F. Vázquez,1920,LL,CAM,47,CAM,low,"AGREED with current pool at low confidence , no change",1087 rotation min,batch_04_verified.csv
426,153348,M. Uth,1920,BL,CAM,66,CAM,low,"AGREED with current pool at low confidence , no change",Jan loan to Koln: second striker/AM (1168 min),batch_04_verified.csv
426,152593,M. Uth,2122,BL,CAM,69,CAM,medium,"AGREED with current pool at medium confidence , no change",One of the two 10s in Baumgart's 4-2-2-2,batch_04_verified.csv
2058,134068,Nolito,1617,PL,Winger,62,Winger,low,"AGREED with current pool at low confidence , no change",775 fringe min at City; LW in cameos,batch_04_verified.csv
2058,139333,Nolito,2021,LL,Winger,69,Winger,medium,"AGREED with current pool at medium confidence , no change",Celta: wide-left forward under Coudet (2627 min),batch_04_verified.csv
2058,138885,Nolito,2122,LL,Winger,37,Winger,low,"AGREED with current pool at low confidence , no change",Wide rotation (1380 min),batch_04_verified.csv
20634,159030,A. Claude-Maurice,2021,L1,CAM,68,CAM,low,"AGREED with current pool at low confidence , no change","Nice: attacking mid also used wide - AM plurality, thin data",batch_04_verified.csv
2414,165490,Everton,2021,PRT,Winger,68,Winger,medium,"AGREED with current pool at medium confidence , no change",Benfica LW (Everton Cebolinha),batch_04_verified.csv
2414,165097,Everton,2122,PRT,Winger,53,Winger,medium,"AGREED with current pool at medium confidence , no change",Same LW role,batch_04_verified.csv
30460,146400,G. Caprari,2021,SA,CAM,68,CAM,low,"AGREED with current pool at low confidence , no change",Benevento: second striker behind Lapadula - SS/CAM boundary,batch_04_verified.csv
50067,183218,H. Hajradinović,1920,TR,CAM,68,CAM,low,"AGREED with current pool at low confidence , no change",Kasimpasa's playmaker-10 per Turkish records (4G/7A),batch_04_verified.csv
25925,153244,J. Boëtius,1920,BL,CAM,68,CAM,low,"AGREED with current pool at low confidence , no change",Mainz: AM/left rotation - advanced plurality,batch_04_verified.csv
106835,176732,K. Mitoma,2122,BPL,Winger,68,Winger,low,"AGREED with current pool at low confidence , no change",USG loan: left wing/left wing-back split in the 3-5-2 - wide-left plurality,batch_04_verified.csv
2214,159714,R. Del Castillo,1819,L1,Winger,48,Winger,low,"AGREED with current pool at low confidence , no change",Rennes wide rotation (1338 min),batch_05_verified.csv
2214,158872,R. Del Castillo,2021,L1,Winger,55,Winger,low,"AGREED with current pool at low confidence , no change",637 fringe min; wide when used,batch_05_verified.csv
2214,158423,R. Del Castillo,2122,L1,Winger,59,Winger,low,"AGREED with current pool at low confidence , no change",Brest wide rotation (983 min),batch_05_verified.csv
2214,156806,R. Del Castillo,2526,L1,Winger,68,Winger,low,"AGREED with current pool at low confidence , no change",Brest's wide man through the autumn; spring half beyond reliable coverage,batch_05_verified.csv
107,158888,S. Diop,2021,L1,CAM,68,CAM,low,"AGREED with current pool at low confidence , no change",Kovac's Monaco: left AM/10 - advanced plurality,batch_05_verified.csv
20633,160533,J. Cabot,1617,L1,Winger,67,Winger,low,"AGREED with current pool at low confidence , no change",Lorient RW (1269 min); pre-dates his wing-back conversion,batch_05_verified.csv
37191,171775,O. Tannane,1920,ERE,CAM,67,CAM,low,"AGREED with current pool at low confidence , no change",Vitesse's creative 10/right-sided AM - advanced plurality (1437 min),batch_05_verified.csv
19334,172914,B. Celina,1617,ERE,CAM,66,CAM,low,"AGREED with current pool at low confidence , no change",Man City loanee as Twente's 10,batch_05_verified.csv
15803,165804,B. Kraev,1920,PRT,CAM,66,CAM,low,"AGREED with current pool at low confidence , no change",Gil Vicente attacking mid per Portuguese records - thin split data,batch_05_verified.csv
3424,183818,B. Mensah,1819,TR,CAM,53,CAM,low,"AGREED with current pool at low confidence , no change","Kayserispor: 8/10 hybrid - advanced plurality, thin data",batch_05_verified.csv
3424,183430,B. Mensah,1920,TR,CAM,66,CAM,low,"AGREED with current pool at low confidence , no change",Same 8/10 profile; 4G/6A,batch_05_verified.csv
574,167165,F. Krovinović,1617,PRT,CAM,66,CAM,low,"AGREED with current pool at low confidence , no change",Rio Ave: the 10 (earned Benfica move as a playmaker),batch_05_verified.csv
574,166775,F. Krovinović,1718,PRT,CAM,42,CAM,low,"AGREED with current pool at low confidence , no change",850 min at Benfica before injury; same 10 profile,batch_05_verified.csv
8483,176683,J. Dompé,2122,BPL,Winger,66,Winger,medium,"AGREED with current pool at medium confidence , no change",Zulte's fast LW; 12 assists,batch_05_verified.csv
2809,153764,R. Steffen,1819,BL,Winger,66,Winger,low,"AGREED with current pool at low confidence , no change",Wolfsburg wide rotation (L/R),batch_05_verified.csv
9971,171011,Antony,2122,ERE,Winger,65,Winger,medium,"AGREED with current pool at medium confidence , no change",Ajax RW (1736 injury-limited min),batch_05_verified.csv
9971,131239,Antony,2324,PL,Winger,38,Winger,medium,"AGREED with current pool at medium confidence , no change",RW (1322 min),batch_05_verified.csv
9971,137553,Antony,2425,LL,Winger,59,Winger,medium,"AGREED with current pool at medium confidence , no change",Betis revival from Jan loan: RW,batch_05_verified.csv
1161,132455,E. Smith Rowe,2021,PL,CAM,65,CAM,medium,"AGREED with current pool at medium confidence , no change",Broke in from Boxing Day as Arteta's 10 (1448 min) - 10 plurality with left-side share,batch_05_verified.csv
1457,133908,H. Mkhitaryan,1718,PL,CAM,65,CAM,low,"AGREED with current pool at low confidence , no change","796 min after Jan swap deal: 10/RW split - advanced plurality, thin",batch_05_verified.csv
1165,153068,Matheus Cunha,2021,BL,CAM,65,CAM,low,"AGREED with current pool at low confidence , no change","Hertha: second striker/AM with CF spells - near split, advanced plurality",batch_05_verified.csv
2955,160186,S. Khaoui,1718,L1,CAM,65,CAM,low,"AGREED with current pool at low confidence , no change",Troyes loan: 10/8 - advanced plurality,batch_05_verified.csv
238,172713,B. Ramselaar,1617,ERE,CAM,64,CAM,low,"AGREED with current pool at low confidence , no change",PSV: advanced mid - CAM/CM boundary (1822 min),batch_05_verified.csv
