api_player_id,card_id,player_name,season,league_code,current_pool,rt,proposed_position,confidence,hold_reason,evidence,source_batch
36902,130478,T. Reijnders,2526,PL,CM,71,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: Pep's 8 after summer 2025 move (autumn coverage); spring unverifiable,bigclub_02_verified.csv
36902,144767,T. Reijnders,2425,SA,CDM,83,CDM,low,"AGREED with current pool at low confidence , no change",Confirms pool: nominally in Milan's double pivot but the advancing half (10 goals) - CDM/CM boundary,bigclub_02_verified.csv
904,132318,P. Pogba,2122,PL,CM,73,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: CM in an injury-hit 1353-min season,bigclub_02_verified.csv
296,134439,J. Milner,1516,PL,CM,83,CM,low,"AGREED with current pool at low confidence , no change",CM/right-mid split in the transition season - central plurality,bigclub_03_verified.csv
296,133238,J. Milner,1819,PL,CM,74,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: 8 (some RB cover),bigclub_03_verified.csv
6716,130721,A. Mac Allister,2425,PL,CDM,78,CDM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: left half of Slot's double pivot,bigclub_03_verified.csv
6716,131132,A. Mac Allister,2324,PL,CM,75,CM,low,"AGREED with current pool at low confidence , no change","Confirms pool narrowly: emergency 6 early, 8 after Endo's arrival - close split",bigclub_03_verified.csv
542,108918,R. Gravenberch,2526,PL,CDM,73,CDM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: Slot's 6 (autumn coverage); spring unverifiable,bigclub_03_verified.csv
19035,131144,H. Elliott,2324,PL,CM,73,CM,low,"AGREED with current pool at low confidence , no change","Rotated 8/RW in 1337 min - central plurality, close",bigclub_03_verified.csv
2937,130698,D. Rice,2425,PL,CM,76,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: left 8 with Partey holding; some 6,bigclub_03_verified.csv
2937,130538,D. Rice,2526,PL,CM,72,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: left 8 after Zubimendi's arrival (autumn coverage); spring unverifiable,bigclub_03_verified.csv
47311,130706,Mikel Merino,2425,PL,CM,76,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: 8 - plus the famous emergency-CF spell in spring 2025 (minority of apps),bigclub_03_verified.csv
47311,130546,Mikel Merino,2526,PL,CM,70,CM,low,"AGREED with current pool at low confidence , no change",Confirms pool: 8 rotation with CF cameos; autumn only,bigclub_03_verified.csv
19586,186833,E. Eze,2526,PL,CM,76,CM,low,"AGREED with current pool at low confidence , no change",Confirms pool narrowly: left-8/creator role with LW use in the autumn - close; spring unverifiable,bigclub_03_verified.csv
2292,133492,R. Loftus-Cheek,1819,PL,CM,73,CM,low,"AGREED with current pool at low confidence , no change",Advanced 8 in Sarri rotation (983 min),bigclub_03_verified.csv
116117,130496,M. Caicedo,2526,PL,CDM,71,CDM,medium,"AGREED with current pool at medium confidence , no change","Confirms pool: the 6; autumn-verified, spring beyond coverage",bigclub_04_verified.csv
2287,133242,R. Barkley,1819,PL,CM,71,CM,low,"AGREED with current pool at low confidence , no change",Confirms pool: Sarri-rotation 8 (1241 min),bigclub_04_verified.csv
872,148314,M. Pjanić,1617,SA,CDM,81,CDM,low,"AGREED with current pool at low confidence , no change",Confirms pool narrowly: deep playmaker beside Khedira - CDM/CM boundary,bigclub_04_verified.csv
872,147003,M. Pjanić,1920,SA,CDM,72,CDM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: Sarri's regista,bigclub_04_verified.csv
868,147765,S. Khedira,1718,SA,CM,78,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: box-to-box (9 goals),bigclub_04_verified.csv
868,148206,S. Khedira,1617,SA,CM,71,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: box-to-box 8,bigclub_04_verified.csv
1642,147296,F. Kessié,1819,SA,CM,75,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: Gattuso's right 8 (3021 min),bigclub_04_verified.csv
1638,147727,G. Bonaventura,1718,SA,CM,77,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: left 8/mezzala under Gattuso,bigclub_04_verified.csv
1640,144334,H. Çalhanoğlu,2526,SA,CDM,81,CDM,medium,"AGREED with current pool at medium confidence , no change","Confirms pool: regista; autumn-verified, spring beyond coverage",bigclub_04_verified.csv
329,144133,P. Zieliński,2526,SA,CM,72,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: mezzala rotation; autumn only,bigclub_04_verified.csv
31173,144944,D. Frattesi,2324,SA,CM,70,CM,low,"AGREED with current pool at low confidence , no change",Confirms pool: super-sub mezzala (934 min),bigclub_04_verified.csv
50,140911,Koke,1617,LL,CM,76,CM,low,"AGREED with current pool at low confidence , no change","Rotated wide-left and central in the 4-4-2 - boundary case, central plurality slight",bigclub_04_verified.csv
50,140450,Koke,1718,LL,CM,70,CM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: central with Gabi (Saul wide-left),bigclub_04_verified.csv
863,131557,R. Bentancur,2223,PL,CDM,73,CDM,medium,"AGREED with current pool at medium confidence , no change",Confirms pool: Conte's central two until Feb ACL (1506 min) - CDM/CM boundary,bigclub_05_verified.csv
41104,130426,João Palhinha,2526,PL,CDM,72,CDM,medium,"AGREED with current pool at medium confidence , no change","Confirms pool: Frank's 6 after summer 2025 move; autumn-verified, spring beyond coverage",bigclub_05_verified.csv
