api_player_id,card_id,player_name,season,league_code,current_pool,rt,proposed_position,confidence,hold_reason,evidence,source_batch
629,131067,K. De Bruyne,2425,PL,CM,77,CAM,low,"CHANGE proposed at low confidence , unresolved",CORRECTION to pool (CM): still the advanced mid when fit in his farewell season (1715 min) - close with 8 use,bigclub_02_verified.csv
631,130769,P. Foden,2425,PL,CM,76,CAM,low,"CHANGE proposed at low confidence , unresolved","CORRECTION to pool (CM): rotated 10/wings in the down season - advanced-central plurality, close",bigclub_02_verified.csv
903,131492,S. McTominay,2324,PL,CDM,77,CM,low,"CHANGE proposed at low confidence , unresolved",CORRECTION to pool (CDM): box-crashing advanced 8 arriving late (7 goals); Casemiro/Mainoo held - not the holder,bigclub_02_verified.csv
901,134393,Mata,1617,PL,CM,75,Winger,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): RW in Mourinho's 4-2-3-1,bigclub_02_verified.csv
901,133989,Mata,1718,PL,CM,71,Winger,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): RW/right AM,bigclub_02_verified.csv
174,131895,C. Eriksen,2223,PL,CDM,73,CM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CDM): deep-lying left 8 beside Casemiro (the holder) under ten Hag,bigclub_03_verified.csv
174,133532,C. Eriksen,1819,PL,CDM,88,CAM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CDM): advanced creator with some deeper late-Poch use,bigclub_03_verified.csv
905,132343,Fred,2122,PL,CM,71,CDM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): the 'McFred' double pivot,bigclub_03_verified.csv
1096,130729,D. Szoboszlai,2425,PL,CM,79,CAM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): the 10 in Slot's 4-2-3-1 ahead of the Gravenberch-Mac Allister pivot,bigclub_03_verified.csv
203224,130274,F. Wirtz,2526,PL,CM,72,CAM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): signed as and used as the 10 (some LW) under Slot; autumn coverage - spring unverifiable,bigclub_03_verified.csv
37127,130704,M. Ødegaard,2425,PL,CM,76,CAM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): same captain-10 role in an injury-disrupted season,bigclub_03_verified.csv
1458,133585,M. Özil,1819,PL,CDM,73,CAM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CDM): still the 10 when selected under Emery (1741 rotation min),bigclub_03_verified.csv
2937,131110,D. Rice,2324,PL,CM,82,CDM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): primarily the 6 with Partey injured; advanced left-8 spells late,bigclub_03_verified.csv
1695,135891,Santi Cazorla,1213,PL,CM,81,CAM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): Wenger's central playmaker/10 in his debut season,bigclub_03_verified.csv
1457,133507,H. Mkhitaryan,1819,PL,CDM,80,Winger,low,"CHANGE proposed at low confidence , unresolved",CORRECTION to pool (CDM): RW/AM rotation under Emery - wide plurality (1643 min),bigclub_03_verified.csv
1459,133539,A. Ramsey,1819,PL,CDM,78,CM,low,"CHANGE proposed at low confidence , unresolved","CORRECTION to pool (CDM): 8/10 rotation (1327 min) - advanced-central split, not a holder",bigclub_03_verified.csv
297,134382,A. Oxlade-Chamberlain,1617,PL,CM,72,Winger,low,"CHANGE proposed at low confidence , unresolved","CORRECTION to pool (CM): RW early, wing-back in the spring 3-4-3 - wide plurality across roles",bigclub_03_verified.csv
5996,130489,E. Fernández,2526,PL,CDM,85,CM,medium,"CHANGE proposed at medium confidence , unresolved","CORRECTION to pool (CDM): advanced left-8 (10 goals) with Caicedo holding; autumn-verified, spring beyond coverage",bigclub_03_verified.csv
5996,130809,E. Fernández,2425,PL,CDM,82,CM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CDM): 8 beside Caicedo (the holder),bigclub_03_verified.csv
67972,131463,C. Gallagher,2324,PL,CDM,80,CM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CDM): box-to-box 8/10 under Pochettino - Caicedo held,bigclub_03_verified.csv
1864,130488,Pedro Neto,2526,PL,CM,77,Winger,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): wide L/R (autumn coverage); spring unverifiable,bigclub_03_verified.csv
19220,132437,M. Mount,2021,PL,CM,77,CAM,low,"CHANGE proposed at low confidence , unresolved",CORRECTION to pool (CM): one of the dual 10s in Tuchel's 3-4-2-1 from Jan; mixed roles under Lampard - advanced plurality,bigclub_03_verified.csv
2289,132744,Jorginho,2021,PL,CM,74,CDM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): Tuchel's double-pivot 6,bigclub_03_verified.csv
63577,131208,M. Mudryk,2324,PL,CM,71,Winger,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): LW (1586 rotation min),bigclub_04_verified.csv
872,147857,M. Pjanić,1718,SA,CM,78,CDM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): Allegri's regista in the 4-3-3,bigclub_04_verified.csv
872,147426,M. Pjanić,1819,SA,CM,70,CDM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): regista,bigclub_04_verified.csv
272,145272,A. Rabiot,2223,SA,CDM,79,CM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CDM): box-to-box left 8 in the 3-5-2 (8 goals),bigclub_04_verified.csv
866,147790,J. Cuadrado,1718,SA,CM,73,Winger,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): RW/right wing-back (1358 min),bigclub_04_verified.csv
116,144459,K. Thuram,2425,SA,CDM,72,CM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CDM): Motta's box-to-box 8 (Locatelli held),bigclub_04_verified.csv
1642,146412,F. Kessié,2021,SA,CM,83,CDM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): Pioli's double pivot beside Bennacer/Tonali - penalties inflated the 13 goals,bigclub_04_verified.csv
744,145665,Brahim Díaz,2223,SA,CM,77,CAM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): Pioli's 10 for much of 22/23 (RW share),bigclub_04_verified.csv
1640,146002,H. Çalhanoğlu,2122,SA,CDM,85,CM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CDM): left 8 in his first Inter season - Brozovic held the regista role,bigclub_04_verified.csv
1640,144750,H. Çalhanoğlu,2425,SA,CM,75,CDM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): still the regista,bigclub_04_verified.csv
2050,148123,É. Banega,1617,SA,CDM,80,CAM,low,"CHANGE proposed at low confidence , unresolved",CORRECTION to pool (CDM): 10/8 rotation under De Boer/Pioli - advanced plurality (1558 min),bigclub_04_verified.csv
205,147242,R. Nainggolan,1819,SA,CDM,79,CAM,low,"CHANGE proposed at low confidence , unresolved",CORRECTION to pool (CDM): Spalletti's 10 behind Icardi in an injury-hit season,bigclub_04_verified.csv
201,147724,M. Brozović,1718,SA,CM,77,CDM,low,"CHANGE proposed at low confidence , unresolved","Converted to regista mid-season (the famous Spalletti switch) - deep plurality of minutes, close",bigclub_04_verified.csv
25,151911,M. Reus,2324,BL,CM,74,CAM,low,"CHANGE proposed at low confidence , unresolved",CORRECTION to pool (CM): rotation 10/left in farewell season - advanced plurality (Brandt first-choice 10),bigclub_04_verified.csv
25,152261,M. Reus,2223,BL,CM,70,CAM,low,"CHANGE proposed at low confidence , unresolved",CORRECTION to pool (CM): 10 in an injury-hit 1356 min,bigclub_04_verified.csv
50,141372,Koke,1516,LL,CM,84,Winger,low,"CHANGE proposed at low confidence , unresolved",Left mid in Simeone's flat 4-4-2 for most of 15/16 (14 assists from wide) - wide-mid/CM boundary,bigclub_04_verified.csv
2923,138770,Y. Carrasco,2122,LL,CM,74,Winger,low,"CHANGE proposed at low confidence , unresolved","CORRECTION to pool (CM): LW/left wing-back split in the 3-5-2/4-4-2 - wide-left plurality, bucket boundary",bigclub_04_verified.csv
172,133566,D. Alli,1819,PL,CM,73,CAM,low,"CHANGE proposed at low confidence , unresolved","AM/8 mix in an injury-hit season - advanced plurality, close vs pool's CM",bigclub_04_verified.csv
30435,130733,D. Kulusevski,2425,PL,CM,78,CAM,medium,"CHANGE proposed at medium confidence , unresolved",CORRECTION to pool (CM): moved inside to the 10 for much of 24/25; RW share,bigclub_05_verified.csv
